id,date_intervention,rapport,ordre_travail_id,created_at,technicien_id,statut,date_debut,date_fin,updated_at,problem_description,priority,estimated_duration_minutes,required_materials,machine_id,requested_at,approved_by,approved_at,rejection_reason,actual_failure_type,ml_prediction_matched,retrained,machine_category,symptoms,problem_start_time,frequency,operating_state,load_level,temperature,impact,estimated_loss,similar_issue_before,suggested_cause,suggested_priority,risk_score,intervention_type,root_cause_category,root_cause_description,actions_performed,parts_replaced,tools_used,machine_status_after,plan_hypothesis,check_resolved,check_verification_method,act_preventive_actions,act_recommendations
2016,2024-07-14 05:30:00+00,Surcharge de puissance détectée sur le moteur principal. Variateur reprogrammé avec limitation de couple à 55Nm. Rampe d'accélération ajustée. Pic de puissance maîtrisé sous 8500W.,2016,2024-07-13 20:30:00+00,17,VALIDATED,2024-07-14 05:30:00+00,2024-07-14 12:30:00+00,2024-07-14 12:30:00+00,"Surcharge de puissance détectée. Couple: 82.4Nm, Vitesse: 1653RPM, Puissance: 14264W (seuil: 9000W). Alternateur de Puissance.",CRITIQUE,352,"Contacteur tripolaire 25A, relais thermique 16-25A, fusibles aM 32A",7115,2024-07-13 19:30:00+00,5,2024-07-13 22:30:00+00,"""""",PWF,1,0,PUISSANCE,"Chute de vitesse sous charge, glissement rotor excessif mesuré à 8%",2024-07-13 16:30:00+00,PREMIERE_FOIS,EN_CHARGE,91,182°C - Surchauffe bobinage,PERTE_RENDEMENT,8177€,0,Surcharge de puissance moteur - couple × vitesse excessif,CRITIQUE,81,CORRECTIVE,SURCHARGE_PUISSANCE,"Paramétrage incorrect du variateur de fréquence, limites de couple et puissance mal calibrées.","Déblocage de la charge mécanique, nettoyage et graissage des guidages et paliers","Ventilateur moteur IP55, grille de protection, condensateur de démarrage","Clé dynamométrique, extracteur de roulements, chauffe-roulements",OPERATIONNELLE,"Vérifier le dimensionnement moteur, contrôler le couple de charge et la vitesse de rotation",1,ANALYSE_VIBRATOIRE,Vérifier trimestriellement l'alignement et l'état des transmissions mécaniques.,Redimensionner les moteurs critiques avec une marge de 20% sur la puissance nominale.
2017,2024-06-23 20:39:01+00,Surcharge de puissance détectée sur le moteur principal. Puissance mesurée: 11727W (seuil: 9000W). Couple: 63.7Nm à 1758RPM. Moteur remplacé par modèle de puissance supérieure. Tests de charge post-intervention conformes.,2017,2024-06-23 01:39:01+00,11,VALIDATED,2024-06-23 20:39:01+00,2024-06-24 08:39:01+00,2024-06-24 08:39:01+00,"Surcharge de puissance détectée. Couple: 63.7Nm, Vitesse: 1758RPM, Puissance: 11727W (seuil: 9000W). Moteur Ventilateur Industriel.",HAUTE,99,"Roulements à billes 6305-ZZ x2, graisse haute température, bague d'arrêt",7116,2024-06-22 13:39:01+00,13,2024-06-22 14:39:01+00,"""""",PWF,0,1,PUISSANCE,"Variateur en défaut surcharge, code erreur OL2 - surcouple prolongé",2024-06-22 09:39:01+00,RECURRENT,EN_SURCHARGE,85,167°C - Surchauffe bobinage,ARRET_PRODUCTION,6108€,0,Surcharge de puissance moteur - couple × vitesse excessif,HAUTE,84,CORRECTIVE,SURCHARGE_PUISSANCE,"Blocage partiel de la charge mécanique entraînée, augmentant le couple résistant au-delà des limites moteur.",Remplacement du moteur par un modèle de puissance supérieure adaptée à la charge réelle,"Sonde PT100, module de protection PTC, câble thermorésistant","Multimètre, oscilloscope, testeur d'isolement 1000V",OPERATIONNELLE,"Vérifier le dimensionnement moteur, contrôler le couple de charge et la vitesse de rotation",1,MESURE_PUISSANCE,Installer un limiteur de couple mécanique. Programmer des alertes à 80% de la puissance nominale.,Installer des capteurs IoT de courant et vibration pour le monitoring en temps réel.
2018,2025-04-23 15:36:10+00,Surcharge de puissance détectée sur le moteur principal. Variateur reprogrammé avec limitation de couple à 55Nm. Rampe d'accélération ajustée. Pic de puissance maîtrisé sous 8500W.,2018,2025-04-23 01:36:10+00,18,VALIDATED,2025-04-23 15:36:10+00,2025-04-24 08:36:10+00,2025-04-24 08:36:10+00,"Surcharge de puissance détectée. Couple: 62.9Nm, Vitesse: 1508RPM, Puissance: 9933W (seuil: 9000W). Moteur Agitateur.",HAUTE,92,"Courroie trapézoïdale SPB-2500, poulie motrice, tendeur automatique",7117,2025-04-22 14:36:10+00,6,2025-04-22 22:36:10+00,"""""",PWF,1,1,PUISSANCE,"Courant absorbé instable, oscillations de couple détectées sur l'axe principal",2025-04-21 17:36:10+00,INTERMITTENT,EN_PRODUCTION,98,184°C - Surchauffe bobinage,PERTE_RENDEMENT,15863€,0,Surcharge de puissance moteur - couple × vitesse excessif,HAUTE,90,CORRECTIVE,SURCHARGE_PUISSANCE,"Défaut d'alignement arbre moteur/charge, générant des pertes mécaniques et une surcharge.",Remplacement des roulements moteur et réalignement de l'ensemble arbre-accouplement,"Courroie trapézoïdale SPB-2500, poulie motrice, tendeur automatique","Aligneur laser SKF TKSA 41, comparateur, cales d'épaisseur",OPERATIONNELLE,"Vérifier le dimensionnement moteur, contrôler le couple de charge et la vitesse de rotation",1,TEST_EN_CHARGE,Mettre en place une surveillance continue de la puissance absorbée avec seuils d'alarme.,Installer des capteurs IoT de courant et vibration pour le monitoring en temps réel.
2019,2025-01-25 04:03:26+00,Surcharge de puissance détectée sur le moteur principal. Courroie patinante remplacée. Transmission optimisée. Rendement amélioré de 12%. Puissance de 9718W ramenée sous le seuil critique.,2019,2025-01-24 23:03:26+00,3,VALIDATED,2025-01-25 04:03:26+00,2025-01-25 16:03:26+00,2025-01-25 16:03:26+00,"Surcharge de puissance détectée. Couple: 61.7Nm, Vitesse: 1504RPM, Puissance: 9718W (seuil: 9000W). Groupe Électrogène.",HAUTE,68,"Contacteur tripolaire 25A, relais thermique 16-25A, fusibles aM 32A",7118,2025-01-24 11:03:26+00,5,2025-01-24 17:03:26+00,"""""",PWF,1,0,PUISSANCE,"Protection thermique PTC déclenchée, moteur en arrêt de sécurité automatique",2025-01-24 02:03:26+00,INTERMITTENT,EN_PRODUCTION,95,177°C - Surchauffe bobinage,DEGRADATION_EQUIPEMENT,5100€,0,Surcharge de puissance moteur - couple × vitesse excessif,HAUTE,85,CORRECTIVE,SURCHARGE_PUISSANCE,"Blocage partiel de la charge mécanique entraînée, augmentant le couple résistant au-delà des limites moteur.","Nettoyage du circuit de ventilation moteur, remplacement du ventilateur externe","Accouplement élastique Rotex 42, insert élastomère, boulons d'ancrage","Clé dynamométrique, extracteur de roulements, chauffe-roulements",OPERATIONNELLE,"Vérifier le dimensionnement moteur, contrôler le couple de charge et la vitesse de rotation",1,TEST_EN_CHARGE,Planifier un remplacement préventif des roulements moteur tous les 8000h de fonctionnement.,"Former les opérateurs à la détection des signes de surcharge moteur (bruit, chaleur, vibrations)."
2020,2025-02-25 14:07:17+00,Surcharge de puissance détectée sur le moteur principal. Puissance mesurée: 12146W (seuil: 9000W). Couple: 72.4Nm à 1602RPM. Moteur remplacé par modèle de puissance supérieure. Tests de charge post-intervention conformes.,2020,2025-02-25 09:07:17+00,20,VALIDATED,2025-02-25 14:07:17+00,2025-02-26 07:07:17+00,2025-02-26 07:07:17+00,"Surcharge de puissance détectée. Couple: 72.4Nm, Vitesse: 1602RPM, Puissance: 12146W (seuil: 9000W). Moteur Pompe à Vide.",HAUTE,246,"Roulements à billes 6305-ZZ x2, graisse haute température, bague d'arrêt",7119,2025-02-24 21:07:17+00,14,2025-02-24 22:07:17+00,"""""",PWF,1,1,PUISSANCE,"Vibrations excessives sur paliers moteur, bruit anormal de surcharge mécanique",2025-02-24 02:07:17+00,RECURRENT,EN_PRODUCTION,91,189°C - Surchauffe bobinage,PERTE_RENDEMENT,11147€,1,Surcharge de puissance moteur - couple × vitesse excessif,HAUTE,89,CORRECTIVE,SURCHARGE_PUISSANCE,"Défaut d'alignement arbre moteur/charge, générant des pertes mécaniques et une surcharge.","Stabilisation de l'alimentation électrique, installation d'un régulateur de tension","Moteur asynchrone triphasé 7.5kW, roulements SKF 6208-2RS, joint d'étanchéité","Multimètre, oscilloscope, testeur d'isolement 1000V",OPERATIONNELLE,"Vérifier le dimensionnement moteur, contrôler le couple de charge et la vitesse de rotation",1,ANALYSE_COURANT,Vérifier trimestriellement l'alignement et l'état des transmissions mécaniques.,"Former les opérateurs à la détection des signes de surcharge moteur (bruit, chaleur, vibrations)."
2021,2025-02-05 03:27:38+00,Surcharge de puissance détectée sur le moteur principal. Courroie patinante remplacée. Transmission optimisée. Rendement amélioré de 12%. Puissance de 13139W ramenée sous le seuil critique.,2021,2025-02-04 08:27:38+00,18,VALIDATED,2025-02-05 03:27:38+00,2025-02-05 06:27:38+00,2025-02-05 06:27:38+00,"Surcharge de puissance détectée. Couple: 77.4Nm, Vitesse: 1621RPM, Puissance: 13139W (seuil: 9000W). Moteur Principal Broche.",CRITIQUE,305,"Ventilateur moteur IP55, grille de protection, condensateur de démarrage",7120,2025-02-03 20:27:38+00,5,2025-02-03 21:27:38+00,"""""",PWF,1,1,PUISSANCE,"Vibrations excessives sur paliers moteur, bruit anormal de surcharge mécanique",2025-02-02 22:27:38+00,RECURRENT,EN_SURCHARGE,92,170°C - Surchauffe bobinage,RISQUE_SECURITE,18747€,0,Surcharge de puissance moteur - couple × vitesse excessif,CRITIQUE,99,CORRECTIVE,SURCHARGE_PUISSANCE,"Défaut d'alignement arbre moteur/charge, générant des pertes mécaniques et une surcharge.",Remplacement de la courroie de transmission et tension correcte selon spécifications,"Sonde PT100, module de protection PTC, câble thermorésistant","Pince ampèremétrique, analyseur de puissance triphasé, mégohmmètre",OPERATIONNELLE,"Vérifier le dimensionnement moteur, contrôler le couple de charge et la vitesse de rotation",1,ANALYSE_COURANT,Installer un limiteur de couple mécanique. Programmer des alertes à 80% de la puissance nominale.,Réviser les paramètres variateur pour limiter le couple max à 90% du nominal moteur.
2022,2024-09-22 15:25:02+00,Surcharge de puissance détectée sur le moteur principal. Défaut d'alignement corrigé par alignement laser. Pertes mécaniques réduites de 30%. Puissance absorbée revenue dans la plage nominale.,2022,2024-09-21 21:25:02+00,18,VALIDATED,2024-09-22 15:25:02+00,2024-09-23 04:25:02+00,2024-09-23 04:25:02+00,"Surcharge de puissance détectée. Couple: 76.1Nm, Vitesse: 1727RPM, Puissance: 13763W (seuil: 9000W). Servomoteur Axes X/Y/Z.",CRITIQUE,74,"Courroie trapézoïdale SPB-2500, poulie motrice, tendeur automatique",7121,2024-09-21 11:25:02+00,15,2024-09-21 15:25:02+00,"""""",PWF,1,0,PUISSANCE,"Variateur en défaut surcharge, code erreur OL2 - surcouple prolongé",2024-09-21 00:25:02+00,PREMIERE_FOIS,EN_SURCHARGE,100,173°C - Surchauffe bobinage,DEGRADATION_EQUIPEMENT,7021€,0,Surcharge de puissance moteur - couple × vitesse excessif,CRITIQUE,86,CORRECTIVE,SURCHARGE_PUISSANCE,"Défaut d'alignement arbre moteur/charge, générant des pertes mécaniques et une surcharge.",Remplacement de la courroie de transmission et tension correcte selon spécifications,"Contacteur tripolaire 25A, relais thermique 16-25A, fusibles aM 32A","Caméra thermique, pyromètre, thermomètre de contact",OPERATIONNELLE,"Vérifier le dimensionnement moteur, contrôler le couple de charge et la vitesse de rotation",1,MESURE_PUISSANCE,Vérifier trimestriellement l'alignement et l'état des transmissions mécaniques.,Redimensionner les moteurs critiques avec une marge de 20% sur la puissance nominale.
2023,2025-04-14 05:59:40+00,Surcharge de puissance détectée sur le moteur principal. Courroie patinante remplacée. Transmission optimisée. Rendement amélioré de 12%. Puissance de 12889W ramenée sous le seuil critique.,2023,2025-04-13 18:59:40+00,12,VALIDATED,2025-04-14 05:59:40+00,2025-04-14 15:59:40+00,2025-04-14 15:59:40+00,"Surcharge de puissance détectée. Couple: 80.5Nm, Vitesse: 1529RPM, Puissance: 12889W (seuil: 9000W). Pompe Hydraulique Haute Pression.",CRITIQUE,204,"Contacteur tripolaire 25A, relais thermique 16-25A, fusibles aM 32A",7122,2025-04-13 07:59:40+00,7,2025-04-13 11:59:40+00,"""""",PWF,1,1,PUISSANCE,"Chute de vitesse sous charge, glissement rotor excessif mesuré à 8%",2025-04-12 17:59:40+00,INTERMITTENT,EN_SURCHARGE,86,168°C - Surchauffe bobinage,DEGRADATION_EQUIPEMENT,8100€,0,Surcharge de puissance moteur - couple × vitesse excessif,CRITIQUE,79,CORRECTIVE,SURCHARGE_PUISSANCE,Roulements moteur usés créant un frottement excessif et augmentant la puissance absorbée.,"Déblocage de la charge mécanique, nettoyage et graissage des guidages et paliers","Ventilateur moteur IP55, grille de protection, condensateur de démarrage","Caméra thermique, pyromètre, thermomètre de contact",OPERATIONNELLE,"Vérifier le dimensionnement moteur, contrôler le couple de charge et la vitesse de rotation",1,MESURE_PUISSANCE,Planifier un remplacement préventif des roulements moteur tous les 8000h de fonctionnement.,Installer des capteurs IoT de courant et vibration pour le monitoring en temps réel.
2024,2025-01-25 21:05:17+00,Surcharge de puissance détectée sur le moteur principal. Roulements défaillants augmentant le couple résistant. Remplacement effectué. Puissance réduite de 13545W à 7200W. Fonctionnement nominal rétabli.,2024,2025-01-25 19:05:17+00,3,VALIDATED,2025-01-25 21:05:17+00,2025-01-26 18:05:17+00,2025-01-26 18:05:17+00,"Surcharge de puissance détectée. Couple: 84.1Nm, Vitesse: 1538RPM, Puissance: 13545W (seuil: 9000W). Compresseur Industriel.",CRITIQUE,175,"Moteur asynchrone triphasé 7.5kW, roulements SKF 6208-2RS, joint d'étanchéité",7123,2025-01-25 07:05:17+00,6,2025-01-25 10:05:17+00,"""""",PWF,1,1,PUISSANCE,"Vibrations excessives sur paliers moteur, bruit anormal de surcharge mécanique",2025-01-24 13:05:17+00,INTERMITTENT,EN_PRODUCTION,98,184°C - Surchauffe bobinage,ARRET_PRODUCTION,24254€,1,Surcharge de puissance moteur - couple × vitesse excessif,CRITIQUE,81,CORRECTIVE,SURCHARGE_PUISSANCE,"Courroie de transmission détendue ou usée, provoquant un patinage et une surconsommation.",Remplacement des roulements moteur et réalignement de l'ensemble arbre-accouplement,"Variateur de fréquence 11kW, câble blindé 4G4mm², bornier de puissance","Multimètre, oscilloscope, testeur d'isolement 1000V",OPERATIONNELLE,"Vérifier le dimensionnement moteur, contrôler le couple de charge et la vitesse de rotation",1,MESURE_PUISSANCE,Mettre en place une surveillance continue de la puissance absorbée avec seuils d'alarme.,Installer des capteurs IoT de courant et vibration pour le monitoring en temps réel.
2025,2024-12-14 17:16:26+00,Surcharge de puissance détectée sur le moteur principal. Courroie patinante remplacée. Transmission optimisée. Rendement amélioré de 12%. Puissance de 13069W ramenée sous le seuil critique.,2025,2024-12-14 13:16:26+00,12,VALIDATED,2024-12-14 17:16:26+00,2024-12-15 17:16:26+00,2024-12-15 17:16:26+00,"Surcharge de puissance détectée. Couple: 82Nm, Vitesse: 1522RPM, Puissance: 13069W (seuil: 9000W). Variateur de Fréquence.",CRITIQUE,248,"Moteur asynchrone triphasé 7.5kW, roulements SKF 6208-2RS, joint d'étanchéité",7124,2024-12-14 07:16:26+00,13,2024-12-14 13:16:26+00,"""""",PWF,0,1,PUISSANCE,"Protection thermique PTC déclenchée, moteur en arrêt de sécurité automatique",2024-12-14 06:16:26+00,PREMIERE_FOIS,EN_PRODUCTION,85,183°C - Surchauffe bobinage,DEGRADATION_EQUIPEMENT,22408€,1,Surcharge de puissance moteur - couple × vitesse excessif,CRITIQUE,90,CORRECTIVE,SURCHARGE_PUISSANCE,"Courroie de transmission détendue ou usée, provoquant un patinage et une surconsommation.",Recalibration complète du variateur de fréquence avec nouvelles limites de protection,"Courroie trapézoïdale SPB-2500, poulie motrice, tendeur automatique","Aligneur laser SKF TKSA 41, comparateur, cales d'épaisseur",OPERATIONNELLE,"Vérifier le dimensionnement moteur, contrôler le couple de charge et la vitesse de rotation",1,ANALYSE_COURANT,Installer un limiteur de couple mécanique. Programmer des alertes à 80% de la puissance nominale.,Installer des capteurs IoT de courant et vibration pour le monitoring en temps réel.
2026,2025-02-16 18:54:04+00,Surcharge de puissance détectée sur le moteur principal. Cause: blocage partiel de la charge. Couple résistant mesuré à 74.6Nm. Déblocage et graissage effectués. Puissance normalisée à 6800W après correction.,2026,2025-02-16 10:54:04+00,1,VALIDATED,2025-02-16 18:54:04+00,2025-02-16 20:54:04+00,2025-02-16 20:54:04+00,"Surcharge de puissance détectée. Couple: 74.6Nm, Vitesse: 1598RPM, Puissance: 12484W (seuil: 9000W). Moteur Convoyeur Lourd.",CRITIQUE,312,"Contacteur tripolaire 25A, relais thermique 16-25A, fusibles aM 32A",7125,2025-02-15 23:54:04+00,14,2025-02-16 03:54:04+00,"""""",PWF,1,0,PUISSANCE,"Chute de vitesse sous charge, glissement rotor excessif mesuré à 8%",2025-02-15 13:54:04+00,INTERMITTENT,EN_SURCHARGE,100,174°C - Surchauffe bobinage,RISQUE_SECURITE,20648€,0,Surcharge de puissance moteur - couple × vitesse excessif,CRITIQUE,76,CORRECTIVE,SURCHARGE_PUISSANCE,"Ventilation moteur insuffisante, entraînant une surchauffe et une augmentation de la résistance des enroulements.","Réalignement laser arbre moteur/réducteur, remplacement de l'accouplement élastique","Ventilateur moteur IP55, grille de protection, condensateur de démarrage","Multimètre, oscilloscope, testeur d'isolement 1000V",OPERATIONNELLE,"Vérifier le dimensionnement moteur, contrôler le couple de charge et la vitesse de rotation",1,TEST_EN_CHARGE,Vérifier trimestriellement l'alignement et l'état des transmissions mécaniques.,Redimensionner les moteurs critiques avec une marge de 20% sur la puissance nominale.
2027,2024-07-06 11:20:34+00,Surcharge de puissance détectée sur le moteur principal. Défaut d'alignement corrigé par alignement laser. Pertes mécaniques réduites de 30%. Puissance absorbée revenue dans la plage nominale.,2027,2024-07-06 01:20:34+00,11,VALIDATED,2024-07-06 11:20:34+00,2024-07-07 08:20:34+00,2024-07-07 08:20:34+00,"Surcharge de puissance détectée. Couple: 60.2Nm, Vitesse: 1710RPM, Puissance: 10780W (seuil: 9000W). Génératrice Électrique.",CRITIQUE,259,"Ventilateur moteur IP55, grille de protection, condensateur de démarrage",7126,2024-07-05 18:20:34+00,13,2024-07-05 21:20:34+00,"""""",PWF,1,0,PUISSANCE,"Courant absorbé instable, oscillations de couple détectées sur l'axe principal",2024-07-05 14:20:34+00,INTERMITTENT,EN_SURCHARGE,98,169°C - Surchauffe bobinage,RISQUE_SECURITE,18334€,1,Surcharge de puissance moteur - couple × vitesse excessif,CRITIQUE,77,CORRECTIVE,SURCHARGE_PUISSANCE,"Ventilation moteur insuffisante, entraînant une surchauffe et une augmentation de la résistance des enroulements.",Remplacement du moteur par un modèle de puissance supérieure adaptée à la charge réelle,"Variateur de fréquence 11kW, câble blindé 4G4mm², bornier de puissance","Clé dynamométrique, extracteur de roulements, chauffe-roulements",OPERATIONNELLE,"Vérifier le dimensionnement moteur, contrôler le couple de charge et la vitesse de rotation",1,ANALYSE_VIBRATOIRE,Vérifier trimestriellement l'alignement et l'état des transmissions mécaniques.,"Former les opérateurs à la détection des signes de surcharge moteur (bruit, chaleur, vibrations)."
2028,2024-08-11 21:38:41+00,Surcharge de puissance détectée sur le moteur principal. Défaut d'alignement corrigé par alignement laser. Pertes mécaniques réduites de 30%. Puissance absorbée revenue dans la plage nominale.,2028,2024-08-11 14:38:41+00,1,VALIDATED,2024-08-11 21:38:41+00,2024-08-12 04:38:41+00,2024-08-12 04:38:41+00,"Surcharge de puissance détectée. Couple: 72.8Nm, Vitesse: 1500RPM, Puissance: 11435W (seuil: 9000W). Moteur Centrifugeuse.",HAUTE,156,"Variateur de fréquence 11kW, câble blindé 4G4mm², bornier de puissance",7127,2024-08-11 08:38:41+00,13,2024-08-11 12:38:41+00,"""""",PWF,1,0,PUISSANCE,"Chute de vitesse sous charge, glissement rotor excessif mesuré à 8%",2024-08-10 12:38:41+00,RECURRENT,EN_CHARGE,97,165°C - Surchauffe bobinage,DEGRADATION_EQUIPEMENT,21932€,0,Surcharge de puissance moteur - couple × vitesse excessif,HAUTE,89,CORRECTIVE,SURCHARGE_PUISSANCE,"Blocage partiel de la charge mécanique entraînée, augmentant le couple résistant au-delà des limites moteur.","Déblocage de la charge mécanique, nettoyage et graissage des guidages et paliers","Roulements à billes 6305-ZZ x2, graisse haute température, bague d'arrêt","Multimètre, oscilloscope, testeur d'isolement 1000V",OPERATIONNELLE,"Vérifier le dimensionnement moteur, contrôler le couple de charge et la vitesse de rotation",1,ANALYSE_COURANT,Mettre en place une surveillance continue de la puissance absorbée avec seuils d'alarme.,"Former les opérateurs à la détection des signes de surcharge moteur (bruit, chaleur, vibrations)."
2029,2025-04-03 01:33:35+00,Surcharge de puissance détectée sur le moteur principal. Cause: blocage partiel de la charge. Couple résistant mesuré à 79.3Nm. Déblocage et graissage effectués. Puissance normalisée à 6800W après correction.,2029,2025-04-02 04:33:35+00,19,VALIDATED,2025-04-03 01:33:35+00,2025-04-03 04:33:35+00,2025-04-03 04:33:35+00,"Surcharge de puissance détectée. Couple: 79.3Nm, Vitesse: 1559RPM, Puissance: 12946W (seuil: 9000W). Turbine Industrielle.",CRITIQUE,276,"Contacteur tripolaire 25A, relais thermique 16-25A, fusibles aM 32A",7128,2025-04-02 00:33:35+00,6,2025-04-02 05:33:35+00,"""""",PWF,1,0,PUISSANCE,"Chute de vitesse sous charge, glissement rotor excessif mesuré à 8%",2025-04-01 17:33:35+00,PREMIERE_FOIS,EN_CHARGE,99,175°C - Surchauffe bobinage,ARRET_PRODUCTION,11594€,0,Surcharge de puissance moteur - couple × vitesse excessif,CRITIQUE,92,CORRECTIVE,SURCHARGE_PUISSANCE,Roulements moteur usés créant un frottement excessif et augmentant la puissance absorbée.,"Nettoyage du circuit de ventilation moteur, remplacement du ventilateur externe","Accouplement élastique Rotex 42, insert élastomère, boulons d'ancrage","Pince ampèremétrique, analyseur de puissance triphasé, mégohmmètre",OPERATIONNELLE,"Vérifier le dimensionnement moteur, contrôler le couple de charge et la vitesse de rotation",1,ANALYSE_COURANT,Planifier un remplacement préventif des roulements moteur tous les 8000h de fonctionnement.,Redimensionner les moteurs critiques avec une marge de 20% sur la puissance nominale.
2030,2024-10-17 20:18:12+00,Surcharge de puissance détectée sur le moteur principal. Cause: blocage partiel de la charge. Couple résistant mesuré à 72Nm. Déblocage et graissage effectués. Puissance normalisée à 6800W après correction.,2030,2024-10-17 14:18:12+00,10,VALIDATED,2024-10-17 20:18:12+00,2024-10-18 13:18:12+00,2024-10-18 13:18:12+00,"Surcharge de puissance détectée. Couple: 72Nm, Vitesse: 1775RPM, Puissance: 13383W (seuil: 9000W). Presse Hydraulique.",CRITIQUE,273,"Accouplement élastique Rotex 42, insert élastomère, boulons d'ancrage",7129,2024-10-17 12:18:12+00,8,2024-10-17 16:18:12+00,"""""",PWF,1,0,PUISSANCE,"Courant absorbé instable, oscillations de couple détectées sur l'axe principal",2024-10-16 20:18:12+00,RECURRENT,EN_CHARGE,98,177°C - Surchauffe bobinage,PERTE_RENDEMENT,19288€,1,Surcharge de puissance moteur - couple × vitesse excessif,CRITIQUE,84,CORRECTIVE,SURCHARGE_PUISSANCE,"Blocage partiel de la charge mécanique entraînée, augmentant le couple résistant au-delà des limites moteur.","Déblocage de la charge mécanique, nettoyage et graissage des guidages et paliers","Contacteur tripolaire 25A, relais thermique 16-25A, fusibles aM 32A","Clé dynamométrique, extracteur de roulements, chauffe-roulements",OPERATIONNELLE,"Vérifier le dimensionnement moteur, contrôler le couple de charge et la vitesse de rotation",1,TEST_EN_CHARGE,Installer un limiteur de couple mécanique. Programmer des alertes à 80% de la puissance nominale.,Installer des capteurs IoT de courant et vibration pour le monitoring en temps réel.
2031,2024-12-08 19:06:43+00,Surcharge de puissance détectée sur le moteur principal. Défaut d'alignement corrigé par alignement laser. Pertes mécaniques réduites de 30%. Puissance absorbée revenue dans la plage nominale.,2031,2024-12-08 03:06:43+00,12,VALIDATED,2024-12-08 19:06:43+00,2024-12-09 03:06:43+00,2024-12-09 03:06:43+00,"Surcharge de puissance détectée. Couple: 83.8Nm, Vitesse: 1562RPM, Puissance: 13707W (seuil: 9000W). Moteur Extrudeuse.",CRITIQUE,157,"Courroie trapézoïdale SPB-2500, poulie motrice, tendeur automatique",7130,2024-12-07 20:06:43+00,16,2024-12-07 21:06:43+00,"""""",PWF,1,1,PUISSANCE,"Protection thermique PTC déclenchée, moteur en arrêt de sécurité automatique",2024-12-07 01:06:43+00,RECURRENT,EN_SURCHARGE,94,181°C - Surchauffe bobinage,PERTE_RENDEMENT,24902€,1,Surcharge de puissance moteur - couple × vitesse excessif,CRITIQUE,76,CORRECTIVE,SURCHARGE_PUISSANCE,Roulements moteur usés créant un frottement excessif et augmentant la puissance absorbée.,"Stabilisation de l'alimentation électrique, installation d'un régulateur de tension","Ventilateur moteur IP55, grille de protection, condensateur de démarrage","Multimètre, oscilloscope, testeur d'isolement 1000V",OPERATIONNELLE,"Vérifier le dimensionnement moteur, contrôler le couple de charge et la vitesse de rotation",1,ANALYSE_VIBRATOIRE,Planifier un remplacement préventif des roulements moteur tous les 8000h de fonctionnement.,Redimensionner les moteurs critiques avec une marge de 20% sur la puissance nominale.
2032,2024-10-03 06:28:05+00,Surcharge de puissance détectée sur le moteur principal. Variateur reprogrammé avec limitation de couple à 55Nm. Rampe d'accélération ajustée. Pic de puissance maîtrisé sous 8500W.,2032,2024-10-03 02:28:05+00,17,VALIDATED,2024-10-03 06:28:05+00,2024-10-03 13:28:05+00,2024-10-03 13:28:05+00,"Surcharge de puissance détectée. Couple: 82.7Nm, Vitesse: 1624RPM, Puissance: 14064W (seuil: 9000W). Broyeur Industriel.",CRITIQUE,228,"Sonde PT100, module de protection PTC, câble thermorésistant",7131,2024-10-02 17:28:05+00,15,2024-10-03 00:28:05+00,"""""",PWF,1,1,PUISSANCE,"Protection thermique PTC déclenchée, moteur en arrêt de sécurité automatique",2024-10-02 01:28:05+00,RECURRENT,EN_CHARGE,89,178°C - Surchauffe bobinage,RISQUE_SECURITE,15872€,0,Surcharge de puissance moteur - couple × vitesse excessif,CRITIQUE,91,CORRECTIVE,SURCHARGE_PUISSANCE,"Paramétrage incorrect du variateur de fréquence, limites de couple et puissance mal calibrées.","Stabilisation de l'alimentation électrique, installation d'un régulateur de tension","Contacteur tripolaire 25A, relais thermique 16-25A, fusibles aM 32A","Caméra thermique, pyromètre, thermomètre de contact",OPERATIONNELLE,"Vérifier le dimensionnement moteur, contrôler le couple de charge et la vitesse de rotation",1,ANALYSE_COURANT,Planifier un remplacement préventif des roulements moteur tous les 8000h de fonctionnement.,Installer des capteurs IoT de courant et vibration pour le monitoring en temps réel.
