id,nom,emplacement,statut,type,date_derniere_maintenance,date_prochaine_maintenance,image_url,created_at,air_temperature,process_temperature,rotational_speed,torque,tool_wear,zone,sous_zone,ordre
2080,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_D_PILEUR_CARD_LOADER_100,"Bâtiment A, Hall CMS1, Ligne 1, Poste 10",EN MAINTENANCE,Dépileur / Card Loader,2025-10-12 14:24:14+00,2026-06-26 20:24:29+00,https://www.asys-group.com/images/products/divisio-depaneling.jpg,2025-02-25 07:57:15+00,296.23,308.06,1541,41.63,15,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",1981
2081,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_S_RIGRAPHIE_DEK_MPM_100,"Bâtiment A, Hall CMS1, Ligne 1, Poste 04",EN PANNE,Sérigraphie DEK MPM,2026-03-26 13:44:36+00,2026-06-02 11:44:01+00,https://www.koh-young.com/images/products/zenith-3d-spi.jpg,2025-07-28 11:50:55+00,299.51,305.35,1547,39.77,37,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",1982
2082,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_POSE_PICK_PLACE_100,"Bâtiment A, Hall CMS1, Ligne 2, Poste 14",EN MAINTENANCE,Pick & Place,2025-12-04 11:01:06+00,2026-06-09 18:57:13+00,https://www.seho.de/fileadmin/images/products/SelectLine-C.png,2025-07-03 21:43:47+00,295.59,306.78,1562,41.46,2,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",1983
2083,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_FOUR_DE_REFUSION_REFLOW_OVEN_100,"Bâtiment A, Hall CMS1, Ligne 2, Poste 19",OPERATIONNELLE,Four de Refusion (Reflow Oven),2025-11-03 09:44:35+00,2026-09-30 15:23:28+00,https://www.vitrox.com/images/products/v810i-aoi-machine.jpg,2025-11-05 21:35:10+00,296.36,309.02,1595,36.51,41,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",1984
2084,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_INSPECTION_AOI_AUTOMATIQUE_100,"Bâtiment A, Hall CMS1, Ligne 1, Poste 16",OPERATIONNELLE,Inspection AOI,2026-03-25 15:23:25+00,2026-07-12 17:52:17+00,https://www.branson-ultrasonics.com/images/products/ultrasonic-cleaner.jpg,2024-06-03 06:25:19+00,298.29,306.9,1540,42.86,29,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",1985
2085,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_BRASAGE_WAVE_SOLDERING_100,"Bâtiment A, Hall CMS1, Ligne 1, Poste 39",EN MAINTENANCE,Brasage (Wave Soldering),2026-01-11 13:02:01+00,2026-08-17 12:47:35+00,https://www.juki.com/smt/products/rs-1r/images/rs-1r-main.png,2025-09-16 05:00:06+00,298.8,307.42,1429,40.15,26,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",1986
2086,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_CONVOYEUR_TRANSPORT_PCB_100,"Bâtiment A, Hall CMS1, Ligne 1, Poste 08",ARRÊTÉE,Convoyeur PCB,2025-10-06 22:55:49+00,2026-08-27 08:41:31+00,https://www.mycronic.com/globalassets/products/my700-jet-printer.jpg,2024-06-09 16:05:35+00,297.76,309.91,1469,37.62,30,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",1987
2087,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_DISTRIBUTEUR_DE_PATE_PASTE_DISPENSER_100,"Bâtiment A, Hall CMS1, Ligne 2, Poste 46",ARRÊTÉE,Distributeur de Pâte,2025-10-28 18:19:49+00,2026-07-19 20:05:30+00,https://www.smtnet.com/media/images/dek-horizon-03ix-screen-printer.jpg,2025-01-11 06:27:51+00,299.76,306,1556,43.3,48,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",1988
2088,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_DEPANELISATION_100,"Bâtiment B, Hall CMS1, Ligne 1, Poste 09",EN MAINTENANCE,Dépanélisation,2025-12-02 18:50:20+00,2026-06-11 13:43:28+00,https://www.viscom.com/fileadmin/images/products/S3088-ultra-gold.jpg,2024-09-11 11:27:11+00,298.57,309.54,1501,37.96,0,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",1989
2089,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_STATION_DE_RETOUCHE_REWORK_100,"Bâtiment A, Hall CMS1, Ligne 3, Poste 09",EN PANNE,Station de Retouche,2026-02-03 14:07:56+00,2026-07-24 18:09:10+00,https://www.mycronic.com/globalassets/products/my700-jet-printer.jpg,2025-05-14 08:47:58+00,295.91,308.08,1549,40.14,32,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",1990
2090,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_NETTOYEUR_ULTRASONIQUE_100,"Bâtiment A, Hall CMS1, Ligne 2, Poste 12",ARRÊTÉE,Nettoyeur Ultrasonique,2026-02-22 14:41:52+00,2026-06-07 15:20:25+00,https://www.panasonic-id.com/products/smt/npm-dx/images/npm-dx-main.jpg,2025-01-19 13:11:27+00,296.21,307.99,1599,43.52,2,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",1991
2091,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_COLLAGE_ADHESIVE_DISPENSER_100,"Bâtiment B, Hall CMS1, Ligne 2, Poste 31",OPERATIONNELLE,Collage / Adhesive Dispenser,2026-02-18 20:23:11+00,2026-09-18 00:08:54+00,https://www.chroma.com.tw/images/products/19032-hipot-tester.jpg,2025-07-08 04:00:07+00,297.99,309.24,1564,39.98,12,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",1992
2092,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_SYSTEME_DE_MARQUAGE_LASER_100,"Bâtiment A, Hall CMS1, Ligne 3, Poste 19",EN MAINTENANCE,Marquage Laser,2025-10-11 05:11:29+00,2026-07-26 13:41:49+00,https://www.nordsonasymtek.com/images/products/Spectrum-S-920N.png,2024-03-22 08:44:39+00,295.18,307.13,1572,44.66,22,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",1993
2093,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_FOUR_DE_SECHAGE_DRYING_OVEN_100,"Bâtiment A, Hall CMS1, Ligne 2, Poste 23",ARRÊTÉE,Four de Séchage,2025-12-01 08:56:31+00,2026-08-04 06:32:04+00,https://www.yamaha-motor-im.com/wp-content/uploads/YSM20R.jpg,2025-04-21 21:35:50+00,296.11,308.74,1473,39.36,32,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",1994
2094,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_DECOUPE_ROUTER_100,"Bâtiment A, Hall CMS1, Ligne 3, Poste 06",OPERATIONNELLE,Découpe Router,2025-12-29 20:03:11+00,2026-08-25 08:40:30+00,https://www.omron.com/global/en/technology/images/vt-s730.jpg,2024-05-07 06:13:33+00,296.15,309.71,1475,43.65,10,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",1995
2095,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_CHARGEUR_DE_COMPOSANTS_FEEDER_100,"Bâtiment A, Hall CMS1, Ligne 2, Poste 17",OPERATIONNELLE,Chargeur de Composants,2026-03-13 17:38:32+00,2026-05-25 07:25:01+00,https://www.vitrox.com/images/products/v810i-aoi-machine.jpg,2024-08-29 11:27:28+00,296.31,305.51,1487,44.71,44,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",1996
2096,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_STATION_DE_VERIFICATION_VISUELLE_100,"Bâtiment A, Hall CMS1, Ligne 1, Poste 39",EN PANNE,Vérification Visuelle,2026-01-03 16:08:21+00,2026-09-02 00:04:38+00,https://www.yamaha-motor-im.com/wp-content/uploads/YSM20R.jpg,2024-10-13 12:14:04+00,298.68,306.65,1502,44.12,28,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",1997
2097,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_PLACEMENT_BGA_100,"Bâtiment A, Hall CMS1, Ligne 3, Poste 34",OPERATIONNELLE,Placement BGA,2025-10-11 20:51:33+00,2026-07-03 14:44:27+00,https://www.omron.com/global/en/technology/images/vt-s730.jpg,2025-08-25 03:27:05+00,296.04,308.66,1531,35.09,46,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",1998
2098,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_SYSTEME_DE_STOCKAGE_COMPOSANTS_100,"Bâtiment A, Hall CMS1, Ligne 2, Poste 03",OPERATIONNELLE,Stockage Composants,2026-03-19 16:35:36+00,2026-06-12 02:28:27+00,https://www.omron.com/global/en/technology/images/vt-s730.jpg,2025-01-11 16:40:39+00,296.39,306.98,1427,43.33,36,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",1999
2099,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_IMPRIMANTE_JET_ENCRE_PCB_100,"Bâtiment A, Hall CMS1, Ligne 2, Poste 06",EN PANNE,Imprimante Jet d'Encre PCB,2025-12-20 19:52:20+00,2026-06-09 23:36:24+00,https://www.ipg-photonics.com/images/products/ylr-series-laser.jpg,2024-09-30 06:02:58+00,295.69,308.23,1474,39.86,39,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",2000
2100,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_D_PILEUR_CARD_LOADER_101,"Bâtiment A, Hall CMS1, Ligne 3, Poste 19",EN MAINTENANCE,Dépileur / Card Loader,2025-12-27 10:31:20+00,2026-08-14 18:54:56+00,https://www.nutek.com/images/products/pcb-conveyor.jpg,2024-04-17 10:54:54+00,298.82,305.56,1486,36.23,12,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",2001
2101,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_S_RIGRAPHIE_DEK_MPM_101,"Bâtiment B, Hall CMS1, Ligne 1, Poste 12",EN MAINTENANCE,Sérigraphie DEK MPM,2026-03-08 02:37:36+00,2026-08-05 20:10:41+00,https://www.viscom.com/fileadmin/images/products/S3088-ultra-gold.jpg,2025-09-13 01:01:05+00,298.69,305.5,1532,44.81,5,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",2002
2102,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_POSE_PICK_PLACE_101,"Bâtiment B, Hall CMS1, Ligne 2, Poste 02",EN PANNE,Pick & Place,2026-03-22 06:31:33+00,2026-05-24 17:14:50+00,https://www.heller-industries.com/images/1826mk7-reflow-oven.jpg,2025-01-07 12:41:49+00,295.5,309.66,1462,43.44,41,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",2003
2103,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_FOUR_DE_REFUSION_REFLOW_OVEN_101,"Bâtiment A, Hall CMS1, Ligne 2, Poste 48",ARRÊTÉE,Four de Refusion (Reflow Oven),2026-01-22 15:36:51+00,2026-06-26 21:55:01+00,https://www.mycronic.com/globalassets/products/my700-jet-printer.jpg,2024-09-30 06:07:51+00,298.01,307.57,1482,41.12,45,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",2004
2104,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_INSPECTION_AOI_AUTOMATIQUE_101,"Bâtiment B, Hall CMS1, Ligne 2, Poste 02",EN MAINTENANCE,Inspection AOI,2026-01-11 04:10:05+00,2026-05-28 12:59:40+00,https://www.smtnet.com/media/images/dek-horizon-03ix-screen-printer.jpg,2025-05-27 09:34:20+00,298.11,308.99,1430,39.06,38,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",2005
2105,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_BRASAGE_WAVE_SOLDERING_101,"Bâtiment A, Hall CMS1, Ligne 1, Poste 50",EN MAINTENANCE,Brasage (Wave Soldering),2025-10-09 03:06:54+00,2026-08-03 10:19:35+00,https://www.keysight.com/content/dam/keysight/images/products/34461A.png,2024-12-30 12:03:36+00,295.68,308.18,1415,36.93,10,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",2006
2106,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_CONVOYEUR_TRANSPORT_PCB_101,"Bâtiment A, Hall CMS1, Ligne 2, Poste 09",EN MAINTENANCE,Convoyeur PCB,2025-12-03 09:22:42+00,2026-09-14 16:33:09+00,https://www.chroma.com.tw/images/products/19032-hipot-tester.jpg,2025-05-25 12:17:10+00,296.19,308.15,1511,42.92,39,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",2007
2107,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_DISTRIBUTEUR_DE_PATE_PASTE_DISPENSER_101,"Bâtiment A, Hall CMS1, Ligne 1, Poste 37",EN MAINTENANCE,Distributeur de Pâte,2026-03-02 05:41:17+00,2026-06-05 21:48:32+00,https://www.europlacer.com/images/products/atom-placement.jpg,2025-01-21 10:02:55+00,295.72,306.64,1560,42.84,34,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",2008
2108,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_DEPANELISATION_101,"Bâtiment A, Hall CMS1, Ligne 1, Poste 02",OPERATIONNELLE,Dépanélisation,2025-12-08 14:15:22+00,2026-09-14 15:46:32+00,https://www.asys-group.com/images/products/divisio-depaneling.jpg,2024-06-01 03:30:26+00,298.09,309.97,1446,37.31,40,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",2009
2109,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_STATION_DE_RETOUCHE_REWORK_101,"Bâtiment B, Hall CMS1, Ligne 2, Poste 24",OPERATIONNELLE,Station de Retouche,2025-10-07 07:51:40+00,2026-08-20 20:15:38+00,https://www.branson-ultrasonics.com/images/products/ultrasonic-cleaner.jpg,2024-07-28 04:51:34+00,295.93,307.75,1446,37.91,46,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",2010
2110,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_NETTOYEUR_ULTRASONIQUE_101,"Bâtiment B, Hall CMS1, Ligne 1, Poste 35",OPERATIONNELLE,Nettoyeur Ultrasonique,2026-01-11 20:39:28+00,2026-06-07 16:57:00+00,https://www.omron.com/global/en/technology/images/vt-s730.jpg,2024-12-26 11:29:56+00,297.3,306.68,1554,36.4,6,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",2011
2111,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_COLLAGE_ADHESIVE_DISPENSER_101,"Bâtiment B, Hall CMS1, Ligne 2, Poste 18",EN MAINTENANCE,Collage / Adhesive Dispenser,2026-03-25 18:43:11+00,2026-05-07 19:58:56+00,https://www.viscom.com/fileadmin/images/products/S3088-ultra-gold.jpg,2024-02-21 03:19:55+00,297.35,308.08,1539,43.49,40,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",2012
2112,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_SYSTEME_DE_MARQUAGE_LASER_101,"Bâtiment A, Hall CMS1, Ligne 1, Poste 09",OPERATIONNELLE,Marquage Laser,2026-02-20 15:27:54+00,2026-05-07 10:23:49+00,https://www.smtnet.com/media/images/dek-horizon-03ix-screen-printer.jpg,2024-01-26 01:14:24+00,299.45,309.9,1572,44.53,0,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",2013
2113,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_FOUR_DE_SECHAGE_DRYING_OVEN_101,"Bâtiment B, Hall CMS1, Ligne 2, Poste 11",ARRÊTÉE,Four de Séchage,2025-12-07 09:48:53+00,2026-06-22 05:27:26+00,https://www.nordsonasymtek.com/images/products/Spectrum-S-920N.png,2024-05-28 17:31:17+00,296.7,309.89,1401,44.35,7,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",2014
2114,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_DECOUPE_ROUTER_101,"Bâtiment B, Hall CMS1, Ligne 1, Poste 01",OPERATIONNELLE,Découpe Router,2025-11-23 12:39:58+00,2026-05-20 04:52:02+00,https://www.ipg-photonics.com/images/products/ylr-series-laser.jpg,2025-12-25 20:50:08+00,299.96,308.69,1517,38.39,5,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",2015
2115,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_CHARGEUR_DE_COMPOSANTS_FEEDER_101,"Bâtiment B, Hall CMS1, Ligne 2, Poste 48",EN MAINTENANCE,Chargeur de Composants,2026-01-12 09:44:49+00,2026-06-09 10:54:58+00,https://www.national-instruments.com/images/products/pxi-vst.png,2025-07-15 17:46:40+00,296.36,307.99,1433,41.42,27,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",2016
2116,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_STATION_DE_VERIFICATION_VISUELLE_101,"Bâtiment A, Hall CMS1, Ligne 1, Poste 42",EN PANNE,Vérification Visuelle,2025-10-06 00:49:41+00,2026-07-30 10:08:38+00,https://www.omron.com/global/en/technology/images/vt-s730.jpg,2024-04-14 23:35:41+00,296.02,306.93,1409,42.12,12,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",2017
2117,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_PLACEMENT_BGA_101,"Bâtiment B, Hall CMS1, Ligne 1, Poste 37",EN PANNE,Placement BGA,2026-01-18 08:49:28+00,2026-09-15 18:00:58+00,https://www.espec.com/images/products/platinous-series-chamber.jpg,2025-10-04 07:11:44+00,299.55,309.27,1566,35.98,19,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",2018
2118,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_SYSTEME_DE_STOCKAGE_COMPOSANTS_101,"Bâtiment B, Hall CMS1, Ligne 1, Poste 23",EN PANNE,Stockage Composants,2026-01-16 08:35:01+00,2026-07-20 20:18:27+00,https://www.viscom.com/fileadmin/images/products/S3088-ultra-gold.jpg,2025-05-26 18:03:27+00,295.67,305.88,1496,43.25,34,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",2019
2119,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_IMPRIMANTE_JET_ENCRE_PCB_101,"Bâtiment A, Hall CMS1, Ligne 1, Poste 35",EN MAINTENANCE,Imprimante Jet d'Encre PCB,2026-02-20 11:52:10+00,2026-07-13 08:56:10+00,https://www.keyence.com/img/products/model/lm/lm-2000_im.jpg,2025-02-25 16:47:01+00,297.38,309.82,1533,39.84,25,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",2020
2120,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_D_PILEUR_CARD_LOADER_102,"Bâtiment A, Hall CMS1, Ligne 2, Poste 25",OPERATIONNELLE,Dépileur / Card Loader,2026-02-09 17:22:26+00,2026-06-16 15:49:37+00,https://www.juki.com/smt/products/rs-1r/images/rs-1r-main.png,2024-07-03 10:14:23+00,299.49,306.12,1414,35.96,11,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",2021
2121,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_S_RIGRAPHIE_DEK_MPM_102,"Bâtiment A, Hall CMS1, Ligne 1, Poste 26",ARRÊTÉE,Sérigraphie DEK MPM,2026-02-11 12:03:48+00,2026-09-29 23:35:52+00,https://www.vitrox.com/images/products/v810i-aoi-machine.jpg,2025-11-07 14:48:55+00,296.19,309.36,1594,44.01,28,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",2022
2122,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_POSE_PICK_PLACE_102,"Bâtiment B, Hall CMS1, Ligne 2, Poste 31",EN PANNE,Pick & Place,2025-12-17 01:28:12+00,2026-06-02 23:51:15+00,https://www.europlacer.com/images/products/atom-placement.jpg,2024-03-29 20:59:48+00,296.99,307.89,1475,44.16,0,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",2023
2123,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_FOUR_DE_REFUSION_REFLOW_OVEN_102,"Bâtiment B, Hall CMS1, Ligne 1, Poste 26",EN MAINTENANCE,Four de Refusion (Reflow Oven),2026-02-20 13:40:14+00,2026-05-31 18:16:06+00,https://www.heller-industries.com/images/1826mk7-reflow-oven.jpg,2024-03-21 11:55:57+00,299.4,309.36,1542,41.14,20,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",2024
2124,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_INSPECTION_AOI_AUTOMATIQUE_102,"Bâtiment A, Hall CMS1, Ligne 2, Poste 08",EN PANNE,Inspection AOI,2026-02-13 12:36:22+00,2026-07-02 04:15:45+00,https://www.heller-industries.com/images/1826mk7-reflow-oven.jpg,2024-01-28 14:56:25+00,296.28,306.16,1407,38.81,9,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",2025
2125,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_BRASAGE_WAVE_SOLDERING_102,"Bâtiment A, Hall CMS1, Ligne 1, Poste 36",EN PANNE,Brasage (Wave Soldering),2025-10-15 00:33:03+00,2026-07-17 21:40:44+00,https://www.seho.de/fileadmin/images/products/SelectLine-C.png,2024-01-29 10:46:56+00,296.95,309.23,1511,44.47,16,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",2026
2126,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_CONVOYEUR_TRANSPORT_PCB_102,"Bâtiment A, Hall CMS1, Ligne 1, Poste 40",EN PANNE,Convoyeur PCB,2026-01-25 01:03:26+00,2026-05-30 00:54:42+00,https://www.ersa.com/fileadmin/ersa/images/products/reflow-soldering/HOTFLOW-3-20.png,2024-07-26 20:43:41+00,296.49,308.93,1561,38.99,5,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",2027
2127,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_DISTRIBUTEUR_DE_PATE_PASTE_DISPENSER_102,"Bâtiment B, Hall CMS1, Ligne 2, Poste 24",OPERATIONNELLE,Distributeur de Pâte,2026-02-17 01:40:19+00,2026-09-15 14:21:55+00,https://www.keysight.com/content/dam/keysight/images/products/34461A.png,2025-12-10 16:53:46+00,299.74,307.21,1410,44.05,5,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",2028
2128,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_DEPANELISATION_102,"Bâtiment A, Hall CMS1, Ligne 3, Poste 35",EN MAINTENANCE,Dépanélisation,2026-03-14 22:42:02+00,2026-08-27 21:15:58+00,https://www.koh-young.com/images/products/zenith-3d-spi.jpg,2024-02-20 23:15:20+00,298.37,309.45,1559,38.55,44,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",2029
2129,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_STATION_DE_RETOUCHE_REWORK_102,"Bâtiment B, Hall CMS1, Ligne 1, Poste 25",EN PANNE,Station de Retouche,2026-03-30 23:54:21+00,2026-08-28 09:40:08+00,https://www.fluke.com/content/dam/fluke/products/8845a-8846a-multimeter.png,2024-02-02 11:26:14+00,296.22,306.38,1539,41.03,15,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",2030
